id,listing_url,name,experiences_offered,host_id,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_neighbourhood,host_listings_count,host_total_listings_count,street,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,city,state,zipcode,market,smart_location,country_code,country,latitude,longitude,is_location_exact,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,price,weekly_price,monthly_price,security_deposit,cleaning_fee,guests_included,extra_people
22132037,https://www.airbnb.com/rooms/22132037,"Cozy, colorful, comfy 2BDR Duplex apartm in Boston",none,101568025,Mirella,2016/10/27,"Boston, Massachusetts, United States",,N/A,N/A,N/A,f,,1,1,"Boston, MA, United States",Allston-Brighton,Brighton,,Boston,MA,2135,Boston,"Boston, MA",US,United States,42.35515,-71.14567,f,Apartment,Private room,3,1.5,1,2,Real Bed,$105.00,,,,,1,$0.00
22142945,https://www.airbnb.com/rooms/22142945,lucky duck station,none,105227794,Shirley,2016/11/26,"Boston, Massachusetts, United States",,N/A,N/A,N/A,f,West End,1,1,"Boston, MA, United States",West End,West End,,Boston,MA,2114,Boston,"Boston, MA",US,United States,42.36411,-71.06912,t,Apartment,Private room,2,1,1,2,Real Bed,$60.00,,,$100.00,$50.00,2,$20.00
22146737,https://www.airbnb.com/rooms/22146737,Modern 1BR  in The Heart of Boston near Fenway Pk.,none,95459395,Bluebird,2016/9/16,US,"You’ve just found the best of both worlds. Bluebird Suites provides deluxe apartments with fast, free Wi-Fi, a full kitchen, living room and dining area located in 5-star buildings in the heart of the city. No matter how long you plan to stay we want you to have an amazing experience and leave with a smile.  
Looking Forward to hosting you!!

Yos and the Bluebird Suites team

",within a day,84%,N/A,f,Judiciary Square,492,492,"Boston, MA, United States",West End,West End,,Boston,MA,2114,Boston,"Boston, MA",US,United States,42.36457,-71.06753,t,Apartment,Entire home/apt,3,1,1,1,Real Bed,$269.00,,,$0.00,$100.00,1,$0.00
22147148,https://www.airbnb.com/rooms/22147148,"Luxurious 2 Bedroom, Boston, Near Harvard Univ!",none,95459395,Bluebird,2016/9/16,US,"You’ve just found the best of both worlds. Bluebird Suites provides deluxe apartments with fast, free Wi-Fi, a full kitchen, living room and dining area located in 5-star buildings in the heart of the city. No matter how long you plan to stay we want you to have an amazing experience and leave with a smile.  
Looking Forward to hosting you!!

Yos and the Bluebird Suites team

",within a day,84%,N/A,f,Judiciary Square,492,492,"Boston, MA, United States",Fenway/Kenmore,Fenway,,Boston,MA,2215,Boston,"Boston, MA",US,United States,42.34372,-71.10171,t,Apartment,Entire home/apt,5,2,2,1,Real Bed,$299.00,,,$0.00,$100.00,1,$0.00
22150316,https://www.airbnb.com/rooms/22150316,Sonder | Albany | Peaceful 2BR + Kitchen,none,12243051,Sonder,2014/2/14,"San Francisco, California, United States","Sonder is reimagining the way people travel. Now in 20+ cities, we’ve been featured in The New York Times, The Wall Street Journal, and named 2019’s most innovative hospitality brand by Fast Company. We’ve taken the best parts of home and hotel and combined them into an entirely new experience. All of our spaces are uniquely designed, have 24/7 guest support, and contain all the essentials you need for an impeccable stay. No matter what you’re looking for, there’s a Sonder for you.",within an hour,99%,N/A,f,Gay Village,1092,1092,"Boston, MA, United States",South End,South End,,Boston,MA,2118,Boston,"Boston, MA",US,United States,42.33636,-71.06961,f,Apartment,Entire home/apt,4,1.5,2,2,Real Bed,$267.00,,,$400.00,$110.00,4,$5.00
22151224,https://www.airbnb.com/rooms/22151224,Colorful 2BR in Back Bay by Sonder,none,12243051,Sonder,2014/2/14,"San Francisco, California, United States","Sonder is reimagining the way people travel. Now in 20+ cities, we’ve been featured in The New York Times, The Wall Street Journal, and named 2019’s most innovative hospitality brand by Fast Company. We’ve taken the best parts of home and hotel and combined them into an entirely new experience. All of our spaces are uniquely designed, have 24/7 guest support, and contain all the essentials you need for an impeccable stay. No matter what you’re looking for, there’s a Sonder for you.",within an hour,99%,N/A,f,Gay Village,1092,1092,"Boston, MA, United States",Back Bay,Back Bay,,Boston,MA,2116,Boston,"Boston, MA",US,United States,42.34906,-71.08063,t,Apartment,Entire home/apt,4,1,2,2,Real Bed,$412.00,,,$400.00,$113.00,4,$5.00
22161060,https://www.airbnb.com/rooms/22161060,Newly Built Boston 2 BR Near Major Attractions!,none,95459395,Bluebird,2016/9/16,US,"You’ve just found the best of both worlds. Bluebird Suites provides deluxe apartments with fast, free Wi-Fi, a full kitchen, living room and dining area located in 5-star buildings in the heart of the city. No matter how long you plan to stay we want you to have an amazing experience and leave with a smile.  
Looking Forward to hosting you!!

Yos and the Bluebird Suites team

",within a day,84%,N/A,f,Judiciary Square,492,492,"Boston, MA, United States",Mission Hill,Mission Hill,,Boston,MA,2115,Boston,"Boston, MA",US,United States,42.332,-71.11068,t,Serviced apartment,Entire home/apt,5,1.5,2,3,Real Bed,$299.00,,,$0.00,$100.00,1,$0.00
22161568,https://www.airbnb.com/rooms/22161568,"Gorgeous 2BR, Rooftop Deck Near Fenway Park DEALS*",none,95459395,Bluebird,2016/9/16,US,"You’ve just found the best of both worlds. Bluebird Suites provides deluxe apartments with fast, free Wi-Fi, a full kitchen, living room and dining area located in 5-star buildings in the heart of the city. No matter how long you plan to stay we want you to have an amazing experience and leave with a smile.  
Looking Forward to hosting you!!

Yos and the Bluebird Suites team

",within a day,84%,N/A,f,Judiciary Square,492,492,"Boston, MA, United States",Mission Hill,Mission Hill,,Boston,MA,2115,Boston,"Boston, MA",US,United States,42.33156,-71.1108,t,Apartment,Entire home/apt,5,2,2,1,Real Bed,$299.00,,,$0.00,$100.00,1,$0.00
22161794,https://www.airbnb.com/rooms/22161794,*Modern 2 Bedroom in Boston with Great Views!!,none,95459395,Bluebird,2016/9/16,US,"You’ve just found the best of both worlds. Bluebird Suites provides deluxe apartments with fast, free Wi-Fi, a full kitchen, living room and dining area located in 5-star buildings in the heart of the city. No matter how long you plan to stay we want you to have an amazing experience and leave with a smile.  
Looking Forward to hosting you!!

Yos and the Bluebird Suites team

",within a day,84%,N/A,f,Judiciary Square,492,492,"Boston, MA, United States",Mission Hill,Mission Hill,,Boston,MA,2115,Boston,"Boston, MA",US,United States,42.33099,-71.11212,t,Apartment,Entire home/apt,5,2,2,3,Real Bed,$299.00,,,$0.00,$100.00,1,$0.00
22162098,https://www.airbnb.com/rooms/22162098,Beautiful 2 Bedroom in The heart of Boston!,none,95459395,Bluebird,2016/9/16,US,"You’ve just found the best of both worlds. Bluebird Suites provides deluxe apartments with fast, free Wi-Fi, a full kitchen, living room and dining area located in 5-star buildings in the heart of the city. No matter how long you plan to stay we want you to have an amazing experience and leave with a smile.  
Looking Forward to hosting you!!

Yos and the Bluebird Suites team

",within a day,84%,N/A,f,Judiciary Square,492,492,"Boston, MA, United States",Mission Hill,Mission Hill,,Boston,MA,2115,Boston,"Boston, MA",US,United States,42.33221,-71.11281,t,Apartment,Entire home/apt,5,1,2,3,Real Bed,$475.00,,,$0.00,$100.00,1,$0.00
22162414,https://www.airbnb.com/rooms/22162414,Upscale 2 Bedroom in Boston near *Hospitals*,none,95459395,Bluebird,2016/9/16,US,"You’ve just found the best of both worlds. Bluebird Suites provides deluxe apartments with fast, free Wi-Fi, a full kitchen, living room and dining area located in 5-star buildings in the heart of the city. No matter how long you plan to stay we want you to have an amazing experience and leave with a smile.  
Looking Forward to hosting you!!

Yos and the Bluebird Suites team

",within a day,84%,N/A,f,Judiciary Square,492,492,"Boston, MA, United States",Mission Hill,Mission Hill,,Boston,MA,2115,Boston,"Boston, MA",US,United States,42.33173,-71.1113,t,Apartment,Entire home/apt,5,2,2,3,Real Bed,$299.00,,,$0.00,$100.00,1,$0.00
22164451,https://www.airbnb.com/rooms/22164451,Amazing Condo Near Fenway!,none,4962900,Stay Alfred,2013/2/4,"Spokane, Washington, United States","Stay Alfred was created based on the idea of offering short term rentals at an unbelievable price while making the booking process easy and problem free. Stay Alfred acquires properties in high-end buildings and condominiums in the best locations to ensure your stay is satisfying and you want to come back. Since we value your return business, we always offer discounts to those who stay in any of our units time after time. We want you to feel at home when you stay with us and that’s why you will always be greeted with a professionally cleaned unit and quality furnishings. We welcome feedback in any kind of way to ensure we are meeting the needs of everyone!

best,
Jordan Allen
Owner

We cater to:

Urban Vacations
Family Travel
Corporate Housing
Extended stay In Denver, Seattle, and Portland
Insurance and Job Relocation
Events and Weddings 
Military Training and PCS
Government Workers
Pet Friendly Vacationers",within an hour,98%,N/A,f,Central Business District,1795,1795,"Boston, MA, United States",Back Bay,Back Bay,,Boston,MA,2116,Boston,"Boston, MA",US,United States,42.3452,-71.07946,t,Apartment,Entire home/apt,5,2,2,3,Real Bed,$999.00,,,$0.00,$119.00,1,$0.00
22164858,https://www.airbnb.com/rooms/22164858,Sonder | Albany | Sunny 2BR + Kitchen,none,12243051,Sonder,2014/2/14,"San Francisco, California, United States","Sonder is reimagining the way people travel. Now in 20+ cities, we’ve been featured in The New York Times, The Wall Street Journal, and named 2019’s most innovative hospitality brand by Fast Company. We’ve taken the best parts of home and hotel and combined them into an entirely new experience. All of our spaces are uniquely designed, have 24/7 guest support, and contain all the essentials you need for an impeccable stay. No matter what you’re looking for, there’s a Sonder for you.",within an hour,99%,N/A,f,Gay Village,1092,1092,"Boston, MA, United States",South End,South End,,Boston,MA,2118,Boston,"Boston, MA",US,United States,42.33804,-71.06762,f,Apartment,Entire home/apt,4,2,2,2,Real Bed,$274.00,,,$400.00,$110.00,4,$5.00
22165210,https://www.airbnb.com/rooms/22165210,Comfort and style in the heart of the North End,none,2006852,Jay,2012/3/25,"Boston, Massachusetts, United States","As a tourist: I enjoy adventure travel, beaches, and being immersed in new cultures/customs. I also like to try new cuisines and have things to do nearby. 

As a host: I care. I really want my guests to have a comfortable stay, especially for people who are considerate and remember I am renting private home[s], that is important to me. I am extremely responsive and happy to share my knowledge on different places to explore etc.",within an hour,100%,N/A,f,North End,25,25,"Boston, MA, United States",North End,North End,,Boston,MA,2113,Boston,"Boston, MA",US,United States,42.36726,-71.05364,t,Apartment,Entire home/apt,10,1,3,5,Real Bed,$239.00,,,$700.00,$125.00,6,$30.00
22175348,https://www.airbnb.com/rooms/22175348,Sonder | The Conrad | Industrial 4BR + Laundry,none,12243051,Sonder,2014/2/14,"San Francisco, California, United States","Sonder is reimagining the way people travel. Now in 20+ cities, we’ve been featured in The New York Times, The Wall Street Journal, and named 2019’s most innovative hospitality brand by Fast Company. We’ve taken the best parts of home and hotel and combined them into an entirely new experience. All of our spaces are uniquely designed, have 24/7 guest support, and contain all the essentials you need for an impeccable stay. No matter what you’re looking for, there’s a Sonder for you.",within an hour,99%,N/A,f,Gay Village,1092,1092,"Boston, MA, United States",Downtown,Downtown,,Boston,MA,2108,Boston,"Boston, MA",US,United States,42.35614,-71.06087,t,Apartment,Entire home/apt,8,2,4,4,Real Bed,$661.00,,,$400.00,$160.00,8,$5.00
22175736,https://www.airbnb.com/rooms/22175736,Sonder | Albany | Stunning 2BR + Kitchen,none,12243051,Sonder,2014/2/14,"San Francisco, California, United States","Sonder is reimagining the way people travel. Now in 20+ cities, we’ve been featured in The New York Times, The Wall Street Journal, and named 2019’s most innovative hospitality brand by Fast Company. We’ve taken the best parts of home and hotel and combined them into an entirely new experience. All of our spaces are uniquely designed, have 24/7 guest support, and contain all the essentials you need for an impeccable stay. No matter what you’re looking for, there’s a Sonder for you.",within an hour,99%,N/A,f,Gay Village,1092,1092,"Boston, MA, United States",South End,South End,,Boston,MA,2118,Boston,"Boston, MA",US,United States,42.33684,-71.06822,t,Apartment,Entire home/apt,4,1.5,2,2,Real Bed,$280.00,,,$400.00,$110.00,4,$5.00
22187061,https://www.airbnb.com/rooms/22187061,Modern place in the North End! Location GUARANTEED,none,26304835,Rodrigo,2015/1/18,"Guadalajara, Jalisco, Mexico","Entrepreneur, Master of International Business, Global Mindset 

Passionate for traveling, scuba diving, snorkeling, fishing and skiing. ",N/A,N/A,N/A,f,North End,2,2,"Boston, MA, United States",North End,North End,,Boston,MA,2113,Boston,"Boston, MA",US,United States,42.36559,-71.05747,t,Apartment,Private room,2,1,1,1,Real Bed,$129.00,,,,,1,$0.00
22192469,https://www.airbnb.com/rooms/22192469,Cozy 1BR by Forest Hill Station in Jamaica Plain,none,101768230,Kai,2016/10/29,"Boston, Massachusetts, United States",A postdoc on biomedical engineering in Boston ; a Chinese man from mainland China ,N/A,N/A,N/A,f,Jamaica Plain,1,1,"Boston, MA, United States",Jamaica Plain,Jamaica Plain,,Boston,MA,2130,Boston,"Boston, MA",US,United States,42.30239,-71.11436,t,Condominium,Private room,2,1,1,1,Real Bed,$50.00,,,$0.00,$30.00,1,$25.00
22192478,https://www.airbnb.com/rooms/22192478,Rm2: Near Subway/Downtown/Medical Centers/Colleges,none,105867773,Hardave,2016/12/1,US,,within an hour,100%,N/A,t,Jamaica Plain,3,3,"Boston, MA, United States",Jamaica Plain,Jamaica Plain,,Boston,MA,2130,Boston,"Boston, MA",US,United States,42.32541,-71.10568,t,Apartment,Private room,2,1,1,1,Real Bed,$58.00,,,$0.00,$0.00,1,$30.00
22201808,https://www.airbnb.com/rooms/22201808,Lavishly Plush 2 Bedroom in The Center of Boston!,none,95459395,Bluebird,2016/9/16,US,"You’ve just found the best of both worlds. Bluebird Suites provides deluxe apartments with fast, free Wi-Fi, a full kitchen, living room and dining area located in 5-star buildings in the heart of the city. No matter how long you plan to stay we want you to have an amazing experience and leave with a smile.  
Looking Forward to hosting you!!

Yos and the Bluebird Suites team

",within a day,84%,N/A,f,Judiciary Square,492,492,"Boston, MA, United States",Mission Hill,Mission Hill,,Boston,MA,2115,Boston,"Boston, MA",US,United States,42.33049,-71.11156,t,Apartment,Entire home/apt,5,2,2,3,Real Bed,$299.00,,,$0.00,$100.00,1,$0.00
22202325,https://www.airbnb.com/rooms/22202325,Upscale 2 Bedroom in Boston + Great Amenities!,none,95459395,Bluebird,2016/9/16,US,"You’ve just found the best of both worlds. Bluebird Suites provides deluxe apartments with fast, free Wi-Fi, a full kitchen, living room and dining area located in 5-star buildings in the heart of the city. No matter how long you plan to stay we want you to have an amazing experience and leave with a smile.  
Looking Forward to hosting you!!

Yos and the Bluebird Suites team

",within a day,84%,N/A,f,Judiciary Square,492,492,"Boston, MA, United States",Mission Hill,Mission Hill,,Boston,MA,2115,Boston,"Boston, MA",US,United States,42.33041,-71.11136,t,Apartment,Entire home/apt,5,2,2,3,Real Bed,$299.00,,,$0.00,$100.00,1,$0.00
